citation,reporting_entity,cadence,deadline,source,url,uslm_id
22 U.S.C. 1741(d)(6),the Secretary,annual,not later than 90 days after the end of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section1741&num=0&edition=prelim,/us/usc/t22/s1741/d/6
22 U.S.C. 1741d-1(c)(3),Assistant Secretary of State for Consular Affairs and the Special Presidential Envoy for Hostage Affairs,annual,"Not later than one year after December 18, 2025",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section1741d-1&num=0&edition=prelim,/us/usc/t22/s1741d–1/c/3
22 U.S.C. 1741d-1(c)(3)(B),appropriate congressional committees,event-driven,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section1741d-1&num=0&edition=prelim,/us/usc/t22/s1741d–1/c/3/B
22 U.S.C. 1943,the Secretary of State,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section1943&num=0&edition=prelim,/us/usc/t22/s1943
22 U.S.C. 2022,The President,annual,not less than once each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2022&num=0&edition=prelim,/us/usc/t22/s2022
22 U.S.C. 2027,Secretary of State,annual,"Not later than one year after September 30, 2002, and on an annual basis thereafter for five years",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2027&num=0&edition=prelim,/us/usc/t22/s2027
22 U.S.C. 2124,Tourism Policy Council,annual,on or before December 31 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2124&num=0&edition=prelim,/us/usc/t22/s2124
22 U.S.C. 2124c(l),Rural Tourism Development Foundation,annual,as soon as practicable after the end of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2124c&num=0&edition=prelim,/us/usc/t22/s2124c/l
22 U.S.C. 2151b-2(f)(1),the President,annual,"Not later than February 15, 2014, and annually thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2151b-2&num=0&edition=prelim,/us/usc/t22/s2151b–2/f/1
22 U.S.C. 2151b-2 note,,annual,,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2151b-2&num=0&edition=prelim,/us/usc/t22/s2151b–2/note/0
22 U.S.C. 2152g,the President,annual,not later than one year after the date on which the President transmits to the appropriate congressional committees the strategy required by section 4(a),provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2152g&num=0&edition=prelim,/us/usc/t22/s2152g
22 U.S.C. 2152h(h),the President,annual,"Not later than October 1, 2015",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2152h&num=0&edition=prelim,/us/usc/t22/s2152h/h
22 U.S.C. 2152j-1,the President,other,"Not later than one year after October 6, 2017, and again four years thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2152j-1&num=0&edition=prelim,/us/usc/t22/s2152j–1
22 U.S.C. 2152k(d),The Special Advisor for Children in Adversity,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2152k&num=0&edition=prelim,/us/usc/t22/s2152k/d
22 U.S.C. 2186(b)(4),the President,annual,Not later than September 1 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2186&num=0&edition=prelim,/us/usc/t22/s2186/b/4
22 U.S.C. 2186(d),the President,annual,no later than September 30 of each fiscal year during the pendency of the program,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2186&num=0&edition=prelim,/us/usc/t22/s2186/d
22 U.S.C. 2214,"Administrator of the Agency, acting through the Director of the office",annual,"June 30, 2006, and each June 30 thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2214&num=0&edition=prelim,/us/usc/t22/s2214
22 U.S.C. 2220e,the President,annual,not later than September 1 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2220e&num=0&edition=prelim,/us/usc/t22/s2220e
22 U.S.C. 2261(a)(2),The President,event-driven,each time he exercises the authority contained in this subsection,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2261&num=0&edition=prelim,/us/usc/t22/s2261/a/2
22 U.S.C. 2277(f),Secretary of State,annual,Not later than 1 year after the submission of the strategy and annually thereafter for 4 years,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2277&num=0&edition=prelim,/us/usc/t22/s2277/f
22 U.S.C. 2277a(b),the President,annual,"Not later than 180 days after December 27, 2020",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2277a&num=0&edition=prelim,/us/usc/t22/s2277a/b
22 U.S.C. 2291j-1(1),the President,annual,Not later than September 15 of the previous fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2291j-1&num=0&edition=prelim,/us/usc/t22/s2291j–1/1
22 U.S.C. 2291o(f),"the Secretary, in coordination with the Attorney General and the Secretary of Defense",annual,Not later than one year after the submission of the implementation plan pursuant to subsection (d),provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2291o&num=0&edition=prelim,/us/usc/t22/s2291o/f
22 U.S.C. 2292a,the President,annual,Not later than March 1 of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2292a&num=0&edition=prelim,/us/usc/t22/s2292a
22 U.S.C. 2292a-1,The President,quarterly,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2292a-1&num=0&edition=prelim,/us/usc/t22/s2292a–1
22 U.S.C. 2293 note,Administrator of the Agency for International Development,annual,as part of the annual Congressional Presentation materials,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2293&num=0&edition=prelim,/us/usc/t22/s2293/note/2
22 U.S.C. 2305,Secretary of State,annual,"Not later than 180 days after October 6, 2000, and annually thereafter at the time of submission of the congressional presentation materials of the foreign operations appropriations budget request",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2305&num=0&edition=prelim,/us/usc/t22/s2305
22 U.S.C. 2311 note,not specified,annual,March 1,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2311&num=0&edition=prelim,/us/usc/t22/s2311/note/0
22 U.S.C. 2344 note,the President,annual,,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2344&num=0&edition=prelim,/us/usc/t22/s2344/note/3
22 U.S.C. 2347c,the President,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2347c&num=0&edition=prelim,/us/usc/t22/s2347c
22 U.S.C. 2347h,Secretary of State,annual,March 1 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2347h&num=0&edition=prelim,/us/usc/t22/s2347h
22 U.S.C. 2348 note,Secretary of State,annual,"Not later than 90 days after the enactment of this Act, and annually thereafter for 5 years",note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2348&num=0&edition=prelim,/us/usc/t22/s2348/note/0
22 U.S.C. 2348 note,the President,semiannual,no less frequently than once every six months,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2348&num=0&edition=prelim,/us/usc/t22/s2348/note/1
22 U.S.C. 2349bb note,the Secretary,annual,"Not later than March 31, 2003",note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2349bb&num=0&edition=prelim,/us/usc/t22/s2349bb/note/0
22 U.S.C. 2352 note,Administrator of the Agency for International Development,semiannual,,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2352&num=0&edition=prelim,/us/usc/t22/s2352/note/2
22 U.S.C. 2370a(f),Secretary of State,annual,"Not later than 90 days after April 30, 1994, and at the beginning of each fiscal year thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2370a&num=0&edition=prelim,/us/usc/t22/s2370a/f
22 U.S.C. 2370a(g),the President,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2370a&num=0&edition=prelim,/us/usc/t22/s2370a/g
22 U.S.C. 2370c-2,the President,annual,not later than June 15 of the following year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2370c-2&num=0&edition=prelim,/us/usc/t22/s2370c–2
22 U.S.C. 2370c-2(d),Secretary of State,annual,annual,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2370c-2&num=0&edition=prelim,/us/usc/t22/s2370c–2/d
22 U.S.C. 2378b(c),the President,biennial,"not later than 90 days after the date on which the President transmits to Congress an initial certification under subsection (b), and every six months thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2378b&num=0&edition=prelim,/us/usc/t22/s2378b/c
22 U.S.C. 2378b(c)(2),the President,event-driven,"Not later than 90 days after the date on which the President transmits to Congress an initial certification under subsection (b), and every six months thereafter if unable to recertify",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2378b&num=0&edition=prelim,/us/usc/t22/s2378b/c/2
22 U.S.C. 2378d,Secretary of State,event-driven,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2378d&num=0&edition=prelim,/us/usc/t22/s2378d
22 U.S.C. 2378d(c),the Secretary of State,periodic,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2378d&num=0&edition=prelim,/us/usc/t22/s2378d/c
22 U.S.C. 2381 note,Agency for International Development,annual,for each fiscal year,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2381&num=0&edition=prelim,/us/usc/t22/s2381/note/1
22 U.S.C. 2395a note,Secretary of State,annual,not later than February 1 of each year,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2395a&num=0&edition=prelim,/us/usc/t22/s2395a/note/1
22 U.S.C. 2396a,The Administrator of the Agency for International Development,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2396a&num=0&edition=prelim,/us/usc/t22/s2396a
22 U.S.C. 2414a,Secretary of State,annual,Not later than March 31 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2414a&num=0&edition=prelim,/us/usc/t22/s2414a
22 U.S.C. 2414a(b),Permanent Representative of the United States to the United Nations,annual,during the preceding calendar year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2414a&num=0&edition=prelim,/us/usc/t22/s2414a/b
22 U.S.C. 2421(d),the President,annual,not later than December 31 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2421&num=0&edition=prelim,/us/usc/t22/s2421/d
22 U.S.C. 2421(e),Trade and Development Agency,annual,not later than 6½ months after the end of the last fiscal year covered by the audit,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2421&num=0&edition=prelim,/us/usc/t22/s2421/e
22 U.S.C. 2421f(d),"Secretary of Defense, Secretary of State, or Administrator of the United States Agency for International Development",semiannual,Not later than 30 days after the end of any fiscal-year half-year in which an assessment is conducted,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2421f&num=0&edition=prelim,/us/usc/t22/s2421f/d
22 U.S.C. 2429a-1,the President,annual,"for each fiscal year thereafter, as part of the presentation materials for foreign assistance programs proposed for that fiscal year",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2429a-1&num=0&edition=prelim,/us/usc/t22/s2429a–1
22 U.S.C. 2430i,administering bodies,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2430i&num=0&edition=prelim,/us/usc/t22/s2430i
22 U.S.C. 2457,The Board,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2457&num=0&edition=prelim,/us/usc/t22/s2457
22 U.S.C. 2465(h),Secretary of State,annual,"Not later than 1 year after the date of the completion of the Fellowship Program by the initial cohort of fellows selected under subsection (d), and annually thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2465&num=0&edition=prelim,/us/usc/t22/s2465/h
22 U.S.C. 2504a,Director of the Peace Corps,annual,annual,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2504a&num=0&edition=prelim,/us/usc/t22/s2504a
22 U.S.C. 2507d(d),Sexual Assault Advisory Council,annual,"annually for 5 years after November 21, 2011, and at the discretion of the Council thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2507d&num=0&edition=prelim,/us/usc/t22/s2507d/d
22 U.S.C. 2515,Director of the Peace Corps,annual,Each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2515&num=0&edition=prelim,/us/usc/t22/s2515
22 U.S.C. 254a note,Secretary of State; Secretary of State and Director of the FBI,quarterly,"Not later than 90 days after the date of the enactment of this Act, and quarterly thereafter",note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section254a&num=0&edition=prelim,/us/usc/t22/s254a/note/0
22 U.S.C. 254c-1,"the Secretary of State, the Director of the Federal Bureau of Investigation, and the Director of National Intelligence",annual,"not later than 90 days after December 18, 2025",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section254c-1&num=0&edition=prelim,/us/usc/t22/s254c–1
22 U.S.C. 2577a,the Agency,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2577a&num=0&edition=prelim,/us/usc/t22/s2577a
22 U.S.C. 2595d,Secretary of State,annual,"Not later than 90 days after December 27, 2021, and not later than September 1 of each subsequent year",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2595d&num=0&edition=prelim,/us/usc/t22/s2595d
22 U.S.C. 2601(d),the President,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2601&num=0&edition=prelim,/us/usc/t22/s2601/d
22 U.S.C. 262m-8,Secretary of the Treasury,annual,"Not later than 1 year after June 24, 2009, and annually thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section262m-8&num=0&edition=prelim,/us/usc/t22/s262m–8
22 U.S.C. 262p-15(c),the President of the United States,event-driven,upon certifying the waiver,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section262p-15&num=0&edition=prelim,/us/usc/t22/s262p–15/c
22 U.S.C. 262p-17(b),"the Secretary of the Treasury, in coordination with the Secretary of State",annual,"Not later than 120 days after December 23, 2022",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section262p-17&num=0&edition=prelim,/us/usc/t22/s262p–17/b
22 U.S.C. 262p-4p,Secretary of the Treasury,annual,by the end of each fiscal year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section262p-4p&num=0&edition=prelim,/us/usc/t22/s262p–4p
22 U.S.C. 262r-6,the Secretary,annual,"Beginning 180 days after the date of enactment of this Act, or October 31, 2000, whichever is later, and on October 31 of each year thereafter; and not later than 90 days after the date of enactment of this Act",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section262r-6&num=0&edition=prelim,/us/usc/t22/s262r–6
22 U.S.C. 263b(c)(1),the Attorney General and the Secretary of State,biennial,"Not later than 180 days after December 27, 2021",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section263b&num=0&edition=prelim,/us/usc/t22/s263b/c/1
22 U.S.C. 2656g,Secretary of the Treasury,annual,"90 days after October 28, 1991",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2656g&num=0&edition=prelim,/us/usc/t22/s2656g
22 U.S.C. 2656h(b),Secretary of State,annual,Beginning 180 days after the submission of the report in subsection (a),provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2656h&num=0&edition=prelim,/us/usc/t22/s2656h/b
22 U.S.C. 2656j(g),Secretary of State,annual,"Not later than 90 days after January 1, 2021, and not less often than annually thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2656j&num=0&edition=prelim,/us/usc/t22/s2656j/g
22 U.S.C. 2658a(c)(1),the Secretary,other,"not later than 180 days after December 27, 2021, and every 180 days thereafter for 8 years",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2658a&num=0&edition=prelim,/us/usc/t22/s2658a/c/1
22 U.S.C. 2665 note,Secretary of State,annual,"Not later than 15 days after the use of authority under this section; Not later than December 1, 2024, and annually thereafter for two years",note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2665&num=0&edition=prelim,/us/usc/t22/s2665/note/0
22 U.S.C. 2671(c),Inspector General of the Department of State,annual,annual,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2671&num=0&edition=prelim,/us/usc/t22/s2671/c
22 U.S.C. 2679e,the Secretary,annual,"Not later than 30 days after the initial development of the list under this subsection, any update thereto, and annually thereafter for 5 years after such initial 30 day period",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2679e&num=0&edition=prelim,/us/usc/t22/s2679e
22 U.S.C. 2680 note,departments and agencies,other,for each of the three years following the year for which new budget or other authority was being requested,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2680&num=0&edition=prelim,/us/usc/t22/s2680/note/2
22 U.S.C. 2680 note,Secretary of State,quarterly,within 30 days after the end of each quarter of the fiscal year,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2680&num=0&edition=prelim,/us/usc/t22/s2680/note/3
22 U.S.C. 2680-4,The Secretary,quarterly,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2680-4&num=0&edition=prelim,/us/usc/t22/s2680–4
22 U.S.C. 2684b(b)(2),the Chief Information Officer of the Department of State,annual,"No later than one year after December 22, 2023",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2684b&num=0&edition=prelim,/us/usc/t22/s2684b/b/2
22 U.S.C. 2684b(c),the Chief Information Officer,event-driven,Not later than 60 days after completing each survey required under paragraph (2),provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2684b&num=0&edition=prelim,/us/usc/t22/s2684b/c
22 U.S.C. 2694,the Secretary of State,annual,annually,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2694&num=0&edition=prelim,/us/usc/t22/s2694
22 U.S.C. 2723,the Secretary,semiannual,on a timely basis; semiannual basis,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2723&num=0&edition=prelim,/us/usc/t22/s2723
22 U.S.C. 2734e,Secretary of State,annual,"not later than 90 days after December 27, 2021, and annually thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2734e&num=0&edition=prelim,/us/usc/t22/s2734e
22 U.S.C. 2735a(g),the Special Envoy,annual,"Not later than 180 days after December 22, 2023, and annually thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2735a&num=0&edition=prelim,/us/usc/t22/s2735a/g
22 U.S.C. 2736a note,the Secretary,annual,"not later than one year after the date of the enactment of this division, and every year for three years thereafter",note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2736a&num=0&edition=prelim,/us/usc/t22/s2736a/note/0
22 U.S.C. 2738,the Secretary,annual,"Not later than one year after December 22, 2023, and annually thereafter for three years",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2738&num=0&edition=prelim,/us/usc/t22/s2738
22 U.S.C. 2751 note,the Secretary of Defense,biennial,Not later than May 1 each odd-numbered year,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2751&num=0&edition=prelim,/us/usc/t22/s2751/note/9
22 U.S.C. 276c-4,Secretary of State,annual,"Not later than 180 days after December 16, 2016",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section276c-4&num=0&edition=prelim,/us/usc/t22/s276c–4
22 U.S.C. 2770a,the President,annual,Not later than February 1 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2770a&num=0&edition=prelim,/us/usc/t22/s2770a
22 U.S.C. 278a,Gorgas Memorial Institute,annual,April 1 of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section278a&num=0&edition=prelim,/us/usc/t22/s278a
22 U.S.C. 2799c,the President,annual,Not less than 15 days before transferring defense articles; Not later than February 1 each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section2799c&num=0&edition=prelim,/us/usc/t22/s2799c
22 U.S.C. 282k,Securities and Exchange Commission,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section282k&num=0&edition=prelim,/us/usc/t22/s282k
22 U.S.C. 283h,Securities and Exchange Commission,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section283h&num=0&edition=prelim,/us/usc/t22/s283h
22 U.S.C. 284ff note,Securities and Exchange Commission,annual,,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section284ff&num=0&edition=prelim,/us/usc/t22/s284ff/note/0
22 U.S.C. 285h,Securities and Exchange Commission,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section285h&num=0&edition=prelim,/us/usc/t22/s285h
22 U.S.C. 286k-2,Securities and Exchange Commission,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section286k-2&num=0&edition=prelim,/us/usc/t22/s286k–2
22 U.S.C. 286tt,Secretary of the Treasury,annual,"Within 30 days after the Board of Executive Directors of the Fund approves a proposal described in subsection (a), and annually thereafter by June 30",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section286tt&num=0&edition=prelim,/us/usc/t22/s286tt
22 U.S.C. 287q,The National Commission and Secretary of State,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section287q&num=0&edition=prelim,/us/usc/t22/s287q
22 U.S.C. 287r note,the Secretary of State,annual,February 1,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section287r&num=0&edition=prelim,/us/usc/t22/s287r/note/1
22 U.S.C. 290i-9,The Securities and Exchange Commission,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section290i-9&num=0&edition=prelim,/us/usc/t22/s290i–9
22 U.S.C. 290l-7,Securities and Exchange Commission,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section290l-7&num=0&edition=prelim,/us/usc/t22/s290l–7
22 U.S.C. 290m(h),Securities and Exchange Commission,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section290m&num=0&edition=prelim,/us/usc/t22/s290m/h
22 U.S.C. 290m-2(d),the President,annual,annual,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section290m-2&num=0&edition=prelim,/us/usc/t22/s290m–2/d
22 U.S.C. 290q,Secretary of State,quarterly,"Not later than 180 days after October 2, 2013",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section290q&num=0&edition=prelim,/us/usc/t22/s290q
22 U.S.C. 3006,The Commission,annual,For each fiscal year for which an appropriation is made,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3006&num=0&edition=prelim,/us/usc/t22/s3006
22 U.S.C. 301,Secretary of State,other,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section301&num=0&edition=prelim,/us/usc/t22/s301
22 U.S.C. 304(a),the Secretary,other,"Not later than 180 days after December 27, 2021, and every 180 days thereafter until the date that is 4 years after such date",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section304&num=0&edition=prelim,/us/usc/t22/s304/a
22 U.S.C. 304(b),Department of State,biennial,"not later than 45 days after the date of the enactment of an Act making appropriations for the Department of State, foreign operations, and related programs",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section304&num=0&edition=prelim,/us/usc/t22/s304/b
22 U.S.C. 304(b)(1),Department of State,semiannual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section304&num=0&edition=prelim,/us/usc/t22/s304/b/1
22 U.S.C. 3103(c),the President,annual,not later than the first day of July of each year,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3103&num=0&edition=prelim,/us/usc/t22/s3103/c
22 U.S.C. 3142(a),Secretary of Commerce,annual,"not later than 6 months after November 7, 1990, and not later than the end of each 1-year period thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3142&num=0&edition=prelim,/us/usc/t22/s3142/a
22 U.S.C. 3244,the President,annual,annually,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3244&num=0&edition=prelim,/us/usc/t22/s3244
22 U.S.C. 3261,The President,annual,,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3261&num=0&edition=prelim,/us/usc/t22/s3261
22 U.S.C. 3281(a)(1),the President,annual,January of 1979 and annually in January of each year thereafter,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3281&num=0&edition=prelim,/us/usc/t22/s3281/a/1
22 U.S.C. 3281(b),the President,annual,In the first report required by this section,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3281&num=0&edition=prelim,/us/usc/t22/s3281/b
22 U.S.C. 3281 note,President,annual,,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3281&num=0&edition=prelim,/us/usc/t22/s3281/note/0
22 U.S.C. 3281 note,President,annual,,note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3281&num=0&edition=prelim,/us/usc/t22/s3281/note/1
22 U.S.C. 3351(e),"the Secretary of State, in coordination with the Secretary of Defense",annual,"Not later than March 1, 2023, and annually thereafter; and not later than 1 year after December 22, 2023, and not less than annually",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3351&num=0&edition=prelim,/us/usc/t22/s3351/e
22 U.S.C. 3356,Secretary of State,annual,"Not later than 1 year after December 23, 2022, and annually thereafter",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3356&num=0&edition=prelim,/us/usc/t22/s3356
22 U.S.C. 3363(b),China Censorship Monitor and Action Group (Task Force),annual,"not later than 120 days after December 23, 2022 (for strategy); not later than 90 days after December 23, 2022 (for briefings)",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3363&num=0&edition=prelim,/us/usc/t22/s3363/b
22 U.S.C. 3363(b)(6),The Task Force,annual,annually,provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3363&num=0&edition=prelim,/us/usc/t22/s3363/b/6
22 U.S.C. 3363 note,China Censorship Monitor and Action Group (Task Force),annual,"Within 120 days of the date of this memorandum, and within 180 days of the date of this memorandum, and within 1 year of submitting the first annual report and every year thereafter",note,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3363&num=0&edition=prelim,/us/usc/t22/s3363/note/0
22 U.S.C. 3373,"Secretary of State, in coordination with the Secretary of Commerce",annual,"Not later than 90 days after December 23, 2022, and not later than April 1 of each year thereafter for the following 6 years",provision,https://uscode.house.gov/view.xhtml?req=granuleid:USC-prelim-title22-section3373&num=0&edition=prelim,/us/usc/t22/s3373
